URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCLF,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
117342,919,2437,State-funded primary,418,211,207,50.48%,49.52%,5,1.20%,46,11.00%,45,373,0,10.80%,89.20%,0,18,19,418,4.55%
117345,919,2442,State-funded primary,203,96,107,47.29%,52.71%,7,3.45%,28,13.79%,17,186,0,8.40%,91.60%,0,68,68,190,35.79%
117349,919,2448,State-funded primary,228,111,117,48.68%,51.32%,9,3.95%,39,17.11%,69,159,0,30.30%,69.70%,0,60,61,209,29.19%
117353,919,2452,State-funded primary,460,227,233,49.35%,50.65%,11,2.39%,65,14.13%,42,418,0,9.10%,90.90%,0,36,40,422,9.48%
117358,919,2457,State-funded primary,460,223,237,48.48%,51.52%,3,0.65%,19,4.13%,41,419,0,8.90%,91.10%,0,8,9,420,2.14%
117361,919,2462,State-funded primary,450,212,238,47.11%,52.89%,13,2.89%,63,14.00%,27,423,0,6.00%,94.00%,0,49,50,405,12.35%
117363,919,2464,State-funded primary,335,136,199,40.60%,59.40%,4,1.19%,49,14.63%,36,299,0,10.70%,89.30%,0,56,57,298,19.13%
117364,919,2465,State-funded primary,407,203,204,49.88%,50.12%,18,4.42%,92,22.60%,109,298,0,26.80%,73.20%,0,100,101,377,26.79%
117365,919,2466,State-funded primary,399,199,200,49.87%,50.13%,10,2.51%,36,9.02%,67,326,6,16.80%,81.70%,0.015,55,59,388,15.21%
117366,919,2467,State-funded primary,423,205,218,48.46%,51.54%,11,2.60%,41,9.69%,121,302,0,28.60%,71.40%,0,117,117,396,29.55%
117367,919,2468,State-funded primary,415,223,192,53.73%,46.27%,7,1.69%,71,17.11%,142,273,0,34.20%,65.80%,0,97,99,415,23.86%
117368,919,2469,State-funded primary,454,233,221,51.32%,48.68%,9,1.98%,77,16.96%,101,353,0,22.20%,77.80%,0,69,69,419,16.47%
117369,919,2980,State-funded primary,458,216,242,47.16%,52.84%,13,2.84%,62,13.54%,98,360,0,21.40%,78.60%,0,41,41,420,9.76%
117370,919,2982,State-funded primary,231,106,125,45.89%,54.11%,6,2.60%,35,15.15%,82,149,0,35.50%,64.50%,0,40,41,207,19.81%
117371,919,2985,State-funded primary,247,110,137,44.53%,55.47%,4,1.62%,62,25.10%,64,183,0,25.90%,74.10%,0,87,88,238,36.97%
117374,919,2991,State-funded primary,210,94,116,44.76%,55.24%,4,1.90%,20,9.52%,99,111,0,47.10%,52.90%,0,4,4,180,2.22%
117376,919,2994,State-funded primary,410,199,211,48.54%,51.46%,7,1.71%,45,10.98%,28,375,7,6.80%,91.50%,0.017,35,35,410,8.54%
117377,919,2995,State-funded primary,212,112,100,52.83%,47.17%,6,2.83%,26,12.26%,87,125,0,41.00%,59.00%,0,43,43,175,24.57%
117378,919,2996,State-funded primary,413,210,203,50.85%,49.15%,4,0.97%,64,15.50%,45,368,0,10.90%,89.10%,0,45,47,376,12.50%
117379,919,2997,State-funded primary,168,90,78,53.57%,46.43%,10,5.95%,17,10.12%,89,79,0,53.00%,47.00%,0,47,48,168,28.57%
117382,919,3000,State-funded primary,109,58,51,53.21%,46.79%,4,3.67%,12,11.01%,2,107,0,1.80%,98.20%,0,10,10,100,10.00%
117384,919,3004,State-funded primary,106,53,53,50.00%,50.00%,9,8.49%,25,23.58%,6,100,0,5.70%,94.30%,0,27,27,106,25.47%
117385,919,3005,State-funded primary,201,102,99,50.75%,49.25%,6,2.99%,64,31.84%,9,192,0,4.50%,95.50%,0,65,66,201,32.84%
117386,919,3006,State-funded primary,29,16,13,55.17%,44.83%,0,0.00%,7,24.14%,3,26,0,10.30%,89.70%,0,8,8,29,27.59%
117387,919,3007,State-funded primary,87,46,41,52.87%,47.13%,6,6.90%,15,17.24%,2,85,0,2.30%,97.70%,0,10,10,85,11.76%
117389,919,3009,State-funded primary,100,57,43,57.00%,43.00%,1,1.00%,13,13.00%,1,99,0,1.00%,99.00%,0,6,8,100,8.00%
117390,919,3011,State-funded primary,139,80,59,57.55%,42.45%,3,2.16%,25,17.99%,6,133,0,4.30%,95.70%,0,30,30,139,21.58%
117391,919,3012,State-funded primary,229,124,105,54.15%,45.85%,2,0.87%,30,13.10%,36,193,0,15.70%,84.30%,0,36,39,229,17.03%
117392,919,3013,State-funded primary,277,136,141,49.10%,50.90%,2,0.72%,17,6.14%,7,270,0,2.50%,97.50%,0,46,46,265,17.36%
117393,919,3015,State-funded primary,80,34,46,42.50%,57.50%,4,5.00%,15,18.75%,7,73,0,8.80%,91.30%,0,18,19,74,25.68%
117394,919,3016,State-funded primary,83,34,49,40.96%,59.04%,0,0.00%,13,15.66%,2,81,0,2.40%,97.60%,0,11,11,83,13.25%
117395,919,3018,State-funded primary,98,46,52,46.94%,53.06%,7,7.14%,30,30.61%,17,81,0,17.30%,82.70%,0,13,15,98,15.31%
117396,919,3020,State-funded primary,112,56,56,50.00%,50.00%,2,1.79%,14,12.50%,3,109,0,2.70%,97.30%,0,7,7,102,6.86%
117397,919,3025,State-funded primary,142,66,76,46.48%,53.52%,9,6.34%,31,21.83%,29,112,1,20.40%,78.90%,0.007,61,62,125,49.60%
117398,919,3026,State-funded primary,227,107,120,47.14%,52.86%,7,3.08%,33,14.54%,7,220,0,3.10%,96.90%,0,30,30,208,14.42%
117400,919,3029,State-funded primary,441,206,235,46.71%,53.29%,26,5.90%,92,20.86%,83,358,0,18.80%,81.20%,0,118,125,419,29.83%
117401,919,3030,State-funded primary,208,95,113,45.67%,54.33%,4,1.92%,16,7.69%,5,203,0,2.40%,97.60%,0,28,29,208,13.94%
117402,919,3032,State-funded primary,79,43,36,54.43%,45.57%,2,2.53%,10,12.66%,0,79,0,0.00%,100.00%,0,10,10,71,14.08%
117403,919,3034,State-funded primary,68,34,34,50.00%,50.00%,2,2.94%,15,22.06%,3,65,0,4.40%,95.60%,0,2,2,68,2.94%
117405,919,3038,State-funded primary,116,58,58,50.00%,50.00%,2,1.72%,17,14.66%,12,104,0,10.30%,89.70%,0,22,23,105,21.90%
117406,919,3039,State-funded primary,235,125,110,53.19%,46.81%,5,2.13%,23,9.79%,9,226,0,3.80%,96.20%,0,28,32,206,15.53%
117407,919,3040,State-funded primary,197,104,93,52.79%,47.21%,6,3.05%,32,16.24%,10,187,0,5.10%,94.90%,0,23,23,176,13.07%
117408,919,3041,State-funded primary,76,34,42,44.74%,55.26%,5,6.58%,15,19.74%,1,75,0,1.30%,98.70%,0,11,11,69,15.94%
117409,919,3042,State-funded primary,236,116,120,49.15%,50.85%,9,3.81%,31,13.14%,11,225,0,4.70%,95.30%,0,33,33,236,13.98%
117410,919,3043,State-funded primary,387,207,180,53.49%,46.51%,7,1.81%,50,12.92%,30,357,0,7.80%,92.20%,0,45,47,352,13.35%
117413,919,3047,State-funded primary,109,58,51,53.21%,46.79%,3,2.75%,16,14.68%,4,105,0,3.70%,96.30%,0,19,18,98,18.37%
117414,919,3049,State-funded primary,204,97,107,47.55%,52.45%,4,1.96%,34,16.67%,5,199,0,2.50%,97.50%,0,31,31,204,15.20%
117415,919,3053,State-funded primary,207,96,111,46.38%,53.62%,8,3.86%,35,16.91%,38,169,0,18.40%,81.60%,0,46,47,207,22.71%
117416,919,3054,State-funded primary,233,110,123,47.21%,52.79%,7,3.00%,45,19.31%,41,192,0,17.60%,82.40%,0,36,36,212,16.98%
117417,919,3301,State-funded primary,211,106,105,50.24%,49.76%,2,0.95%,18,8.53%,21,190,0,10.00%,90.00%,0,18,18,196,9.18%
117418,919,3302,State-funded primary,225,106,119,47.11%,52.89%,11,4.89%,26,11.56%,31,194,0,13.80%,86.20%,0,28,30,211,14.22%
117419,919,3303,State-funded primary,54,28,26,51.85%,48.15%,4,7.41%,10,18.52%,4,50,0,7.40%,92.60%,0,5,5,44,11.36%
117420,919,3306,State-funded primary,45,21,24,46.67%,53.33%,5,11.11%,18,40.00%,0,45,0,0.00%,100.00%,0,12,12,39,30.77%
117421,919,3307,State-funded primary,132,68,64,51.52%,48.48%,4,3.03%,32,24.24%,12,113,7,9.10%,85.60%,0.053,9,9,132,6.82%
117422,919,3308,State-funded primary,33,13,20,39.39%,60.61%,2,6.06%,3,9.09%,2,31,0,6.10%,93.90%,0,12,12,24,50.00%
117423,919,3314,State-funded primary,137,71,66,51.82%,48.18%,4,2.92%,11,8.03%,5,132,0,3.60%,96.40%,0,2,5,114,4.39%
117424,919,3315,State-funded primary,225,114,111,50.67%,49.33%,1,0.44%,38,16.89%,15,210,0,6.70%,93.30%,0,19,21,207,10.14%
117426,919,3319,State-funded primary,220,112,108,50.91%,49.09%,3,1.36%,24,10.91%,62,158,0,28.20%,71.80%,0,31,31,197,15.74%
117428,919,3326,State-funded primary,199,103,96,51.76%,48.24%,8,4.02%,29,14.57%,65,129,5,32.70%,64.80%,0.025,42,42,199,21.11%
117430,919,3329,State-funded primary,122,52,70,42.62%,57.38%,2,1.64%,26,21.31%,12,110,0,9.80%,90.20%,0,10,10,122,8.20%
117431,919,3333,State-funded primary,57,32,25,56.14%,43.86%,3,5.26%,7,12.28%,28,29,0,49.10%,50.90%,0,9,10,57,17.54%
117432,919,3334,State-funded primary,170,95,75,55.88%,44.12%,6,3.53%,20,11.76%,4,166,0,2.40%,97.60%,0,27,28,170,16.47%
117433,919,3335,State-funded primary,76,39,37,51.32%,48.68%,0,0.00%,7,9.21%,6,70,0,7.90%,92.10%,0,18,19,74,25.68%
117434,919,3336,State-funded primary,154,76,78,49.35%,50.65%,0,0.00%,11,7.14%,25,129,0,16.20%,83.80%,0,6,6,154,3.90%
117435,919,3339,State-funded primary,103,54,49,52.43%,47.57%,5,4.85%,14,13.59%,11,92,0,10.70%,89.30%,0,8,8,103,7.77%
117437,919,3344,State-funded primary,242,118,124,48.76%,51.24%,4,1.65%,32,13.22%,22,220,0,9.10%,90.90%,0,10,10,212,4.72%
117439,919,3347,State-funded primary,131,52,79,39.69%,60.31%,9,6.87%,12,9.16%,10,121,0,7.60%,92.40%,0,19,14,96,14.58%
117440,919,3348,State-funded primary,169,88,81,52.07%,47.93%,5,2.96%,19,11.24%,6,163,0,3.60%,96.40%,0,20,20,169,11.83%
117441,919,3349,State-funded primary,206,97,109,47.09%,52.91%,8,3.88%,14,6.80%,6,200,0,2.90%,97.10%,0,24,24,190,12.63%
117442,919,3350,State-funded primary,233,103,130,44.21%,55.79%,11,4.72%,28,12.02%,20,213,0,8.60%,91.40%,0,24,24,209,11.48%
117443,919,3352,State-funded primary,102,59,43,57.84%,42.16%,1,0.98%,9,8.82%,9,93,0,8.80%,91.20%,0,9,9,102,8.82%
117444,919,3353,State-funded primary,223,111,112,49.78%,50.22%,3,1.35%,14,6.28%,8,214,1,3.60%,96.00%,0.004,21,23,200,11.50%
117445,919,3357,State-funded primary,166,85,81,51.20%,48.80%,4,2.41%,29,17.47%,4,162,0,2.40%,97.60%,0,33,32,145,22.07%
117446,919,3358,State-funded primary,79,34,45,43.04%,56.96%,0,0.00%,27,34.18%,14,64,1,17.70%,81.00%,0.013,13,13,79,16.46%
117448,919,3360,State-funded primary,247,122,125,49.39%,50.61%,8,3.24%,31,12.55%,33,214,0,13.40%,86.60%,0,23,22,214,10.28%
117449,919,3361,State-funded primary,177,90,87,50.85%,49.15%,5,2.82%,7,3.95%,37,140,0,20.90%,79.10%,0,7,7,177,3.95%
117451,919,3363,State-funded primary,198,108,90,54.55%,45.45%,7,3.54%,22,11.11%,22,176,0,11.10%,88.90%,0,18,19,198,9.60%
117452,919,3364,State-funded primary,147,66,81,44.90%,55.10%,7,4.76%,20,13.61%,17,130,0,11.60%,88.40%,0,30,30,129,23.26%
117453,919,3366,State-funded primary,55,32,23,58.18%,41.82%,5,9.09%,9,16.36%,3,52,0,5.50%,94.50%,0,10,12,48,25.00%
117455,919,3368,State-funded primary,74,38,36,51.35%,48.65%,3,4.05%,10,13.51%,0,74,0,0.00%,100.00%,0,5,7,68,10.29%
117456,919,3369,State-funded primary,212,96,116,45.28%,54.72%,9,4.25%,37,17.45%,86,126,0,40.60%,59.40%,0,39,40,196,20.41%
117457,919,3370,State-funded primary,165,74,91,44.85%,55.15%,5,3.03%,14,8.48%,8,157,0,4.80%,95.20%,0,18,19,165,11.52%
117458,919,3371,State-funded primary,243,107,136,44.03%,55.97%,6,2.47%,33,13.58%,13,230,0,5.30%,94.70%,0,32,32,243,13.17%
117459,919,3373,State-funded primary,140,71,69,50.71%,49.29%,7,5.00%,19,13.57%,9,131,0,6.40%,93.60%,0,24,23,126,18.25%
117460,919,3376,State-funded primary,220,97,123,44.09%,55.91%,9,4.09%,25,11.36%,14,206,0,6.40%,93.60%,0,23,23,203,11.33%
117461,919,3378,State-funded primary,190,99,91,52.11%,47.89%,7,3.68%,25,13.16%,19,171,0,10.00%,90.00%,0,32,32,190,16.84%
117462,919,3379,State-funded primary,187,92,95,49.20%,50.80%,4,2.14%,25,13.37%,8,179,0,4.30%,95.70%,0,15,15,187,8.02%
117463,919,3380,State-funded primary,107,55,52,51.40%,48.60%,5,4.67%,15,14.02%,0,107,0,0.00%,100.00%,0,12,12,107,11.21%
117464,919,3382,State-funded primary,208,101,107,48.56%,51.44%,4,1.92%,14,6.73%,42,166,0,20.20%,79.80%,0,39,39,200,19.50%
117465,919,3383,State-funded primary,242,120,122,49.59%,50.41%,4,1.65%,77,31.82%,101,141,0,41.70%,58.30%,0,30,31,210,14.76%
117466,919,3384,State-funded primary,207,99,108,47.83%,52.17%,12,5.80%,23,11.11%,71,136,0,34.30%,65.70%,0,30,32,207,15.46%
117467,919,3385,State-funded primary,253,137,116,54.15%,45.85%,4,1.58%,20,7.91%,32,213,8,12.60%,84.20%,0.032,17,18,212,8.49%
117469,919,3388,State-funded primary,462,219,243,47.40%,52.60%,20,4.33%,75,16.23%,269,193,0,58.20%,41.80%,0,102,105,419,25.06%
117470,919,3389,State-funded primary,204,108,96,52.94%,47.06%,3,1.47%,17,8.33%,45,159,0,22.10%,77.90%,0,20,21,186,11.29%
117472,919,3393,State-funded primary,206,95,111,46.12%,53.88%,10,4.85%,26,12.62%,53,153,0,25.70%,74.30%,0,20,21,192,10.94%
117473,919,3394,State-funded primary,323,154,169,47.68%,52.32%,11,3.41%,50,15.48%,44,278,1,13.60%,86.10%,0.003,53,54,293,18.43%
117474,919,3397,State-funded primary,233,134,99,57.51%,42.49%,4,1.72%,27,11.59%,69,164,0,29.60%,70.40%,0,17,17,210,8.10%
117478,919,3401,State-funded primary,234,121,113,51.71%,48.29%,5,2.14%,12,5.13%,38,196,0,16.20%,83.80%,0,9,10,204,4.90%
117481,919,3404,State-funded primary,216,114,102,52.78%,47.22%,8,3.70%,22,10.19%,39,177,0,18.10%,81.90%,0,36,37,197,18.78%
117488,919,3415,State-funded primary,351,176,175,50.14%,49.86%,10,2.85%,43,12.25%,66,285,0,18.80%,81.20%,0,19,20,318,6.29%
117490,919,3419,State-funded primary,415,197,218,47.47%,52.53%,13,3.13%,54,13.01%,27,388,0,6.50%,93.50%,0,32,35,415,8.43%
117491,919,3421,State-funded primary,432,222,210,51.39%,48.61%,6,1.39%,55,12.73%,113,319,0,26.20%,73.80%,0,29,29,398,7.29%
117492,919,3423,State-funded primary,190,94,96,49.47%,50.53%,12,6.32%,22,11.58%,49,141,0,25.80%,74.20%,0,43,45,182,24.73%
117495,919,3428,State-funded primary,455,231,224,50.77%,49.23%,4,0.88%,73,16.04%,307,148,0,67.50%,32.50%,0,48,48,420,11.43%
117496,919,3975,State-funded primary,211,96,115,45.50%,54.50%,5,2.37%,20,9.48%,32,179,0,15.20%,84.80%,0,17,17,211,8.06%
117497,919,3976,State-funded primary,157,81,76,51.59%,48.41%,4,2.55%,22,14.01%,46,111,0,29.30%,70.70%,0,45,49,157,31.21%
117498,919,3977,State-funded primary,428,199,229,46.50%,53.50%,13,3.04%,44,10.28%,150,278,0,35.00%,65.00%,0,40,40,397,10.08%
117499,919,4000,State-funded secondary,1242,602,640,48.47%,51.53%,49,3.95%,213,17.15%,83,1159,0,6.70%,93.30%,0,248,237,981,24.16%
117504,919,4010,State-funded secondary,601,290,311,48.25%,51.75%,24,3.99%,73,12.15%,63,538,0,10.50%,89.50%,0,213,213,542,39.30%
117518,919,4066,State-funded secondary,1315,673,642,51.18%,48.82%,60,4.56%,238,18.10%,191,1120,4,14.50%,85.20%,0.003,371,369,1227,30.07%
117530,919,4104,State-funded secondary,1490,761,729,51.07%,48.93%,35,2.35%,284,19.06%,208,1257,25,14.00%,84.40%,0.017,259,238,1194,19.93%
117534,919,4116,State-funded secondary,1410,694,716,49.22%,50.78%,54,3.83%,265,18.79%,241,1166,3,17.10%,82.70%,0.002,408,390,1187,32.86%
117541,919,4144,State-funded primary,459,207,252,45.10%,54.90%,8,1.74%,44,9.59%,25,434,0,5.40%,94.60%,0,27,27,419,6.44%
117552,919,4499,State-funded secondary,947,449,498,47.41%,52.59%,36,3.80%,237,25.03%,167,772,8,17.60%,81.50%,0.008,302,310,843,36.77%
117554,919,4506,State-funded secondary,485,249,236,51.34%,48.66%,12,2.47%,90,18.56%,15,470,0,3.10%,96.90%,0,75,75,485,15.46%
117555,919,4606,State-funded secondary,756,359,397,47.49%,52.51%,22,2.91%,173,22.88%,152,604,0,20.10%,79.90%,0,176,165,670,24.63%
117559,919,4627,State-funded primary,345,171,174,49.57%,50.43%,6,1.74%,86,24.93%,26,317,2,7.50%,91.90%,0.006,44,44,345,12.75%
117562,919,5202,State-funded primary,246,112,134,45.53%,54.47%,11,4.47%,21,8.54%,101,145,0,41.10%,58.90%,0,98,99,219,45.21%
117563,919,5203,State-funded primary,225,118,107,52.44%,47.56%,4,1.78%,25,11.11%,9,216,0,4.00%,96.00%,0,6,6,207,2.90%
117564,919,5204,State-funded primary,84,44,40,52.38%,47.62%,2,2.38%,15,17.86%,9,75,0,10.70%,89.30%,0,26,26,84,30.95%
117565,919,5205,State-funded primary,438,229,209,52.28%,47.72%,11,2.51%,32,7.31%,22,415,1,5.00%,94.70%,0.002,23,28,406,6.90%
117567,919,5207,State-funded primary,234,117,117,50.00%,50.00%,7,2.99%,26,11.11%,68,165,1,29.10%,70.50%,0.004,39,39,209,18.66%
117569,919,5209,State-funded primary,101,56,45,55.45%,44.55%,3,2.97%,10,9.90%,15,86,0,14.90%,85.10%,0,14,11,95,11.58%
117570,919,5210,State-funded primary,349,164,185,46.99%,53.01%,9,2.58%,33,9.46%,28,321,0,8.00%,92.00%,0,23,23,316,7.28%
117577,919,5405,State-funded secondary,1260,133,1127,10.56%,89.44%,12,0.95%,99,7.86%,94,1165,1,7.50%,92.50%,0.001,66,55,879,6.26%
117578,919,5406,State-funded secondary,1535,798,737,51.99%,48.01%,47,3.06%,213,13.88%,85,1450,0,5.50%,94.50%,0,156,145,1229,11.80%
117600,919,6000,Independent school,423,406,17,95.98%,4.02%,2,0.47%,104,24.59%,,,,,,,,NA,NA,0.00%
117601,919,6002,Independent school,396,136,260,34.34%,65.66%,3,0.76%,81,20.45%,,,,,,,,NA,NA,0.00%
117602,919,6003,Independent school,841,273,568,32.46%,67.54%,6,0.71%,163,19.38%,,,,,,,,NA,NA,0.00%
117604,919,6005,Independent school,1431,621,810,43.40%,56.60%,2,0.14%,353,24.67%,,,,,,,,NA,NA,0.00%
117605,919,6007,Independent school,1245,586,659,47.07%,52.93%,6,0.48%,187,15.02%,,,,,,,,NA,NA,0.00%
117606,919,6012,Independent school,806,493,313,61.17%,38.83%,4,0.50%,155,19.23%,,,,,,,,NA,NA,0.00%
117607,919,6015,Independent school,916,450,466,49.13%,50.87%,1,0.11%,97,10.59%,,,,,,,,NA,NA,0.00%
117608,919,6016,Independent school,368,0,368,0.00%,100.00%,2,0.54%,74,20.11%,,,,,,,,NA,NA,0.00%
117609,919,6020,Independent school,463,463,0,100.00%,0.00%,1,0.22%,159,34.34%,,,,,,,,NA,NA,0.00%
117610,919,6021,Independent school,386,162,224,41.97%,58.03%,0,0.00%,112,29.02%,,,,,,,,NA,NA,0.00%
117611,919,6024,Independent school,189,0,189,0.00%,100.00%,1,0.53%,47,24.87%,,,,,,,,NA,NA,0.00%
117612,919,6028,Independent school,496,202,294,40.73%,59.27%,6,1.21%,199,40.12%,,,,,,,,NA,NA,0.00%
117613,919,6029,Independent school,287,286,1,99.65%,0.35%,4,1.39%,179,62.37%,,,,,,,,NA,NA,0.00%
117615,919,6034,Independent school,266,87,179,32.71%,67.29%,1,0.38%,28,10.53%,,,,,,,,NA,NA,0.00%
117616,919,6036,Independent school,959,0,959,0.00%,100.00%,2,0.21%,154,16.06%,,,,,,,,NA,NA,0.00%
117617,919,6038,Independent school,1128,1128,0,100.00%,0.00%,1,0.09%,143,12.68%,,,,,,,,NA,NA,0.00%
117618,919,6041,Independent school,333,254,79,76.28%,23.72%,0,0.00%,163,48.95%,,,,,,,,NA,NA,0.00%
117620,919,6045,Independent school,478,187,291,39.12%,60.88%,0,0.00%,92,19.25%,,,,,,,,NA,NA,0.00%
117621,919,6046,Independent school,505,224,281,44.36%,55.64%,2,0.40%,72,14.26%,,,,,,,,NA,NA,0.00%
117622,919,6047,Independent school,467,216,251,46.25%,53.75%,38,8.14%,86,18.42%,,,,,,,,NA,NA,0.00%
117623,919,6062,Independent school,159,52,107,32.70%,67.30%,151,94.97%,7,4.40%,,,,,,,,NA,NA,0.00%
117624,919,6080,Independent school,143,126,17,88.11%,11.89%,1,0.70%,10,6.99%,,,,,,,,NA,NA,0.00%
117627,919,6092,Independent school,136,125,11,91.91%,8.09%,0,0.00%,48,35.29%,,,,,,,,NA,NA,0.00%
117628,919,6098,Independent school,271,139,132,51.29%,48.71%,1,0.37%,18,6.64%,,,,,,,,NA,NA,0.00%
117629,919,6099,Independent school,137,59,78,43.07%,56.93%,9,6.57%,30,21.90%,,,,,,,,NA,NA,0.00%
117630,919,6102,Independent school,414,180,234,43.48%,56.52%,0,0.00%,44,10.63%,,,,,,,,NA,NA,0.00%
117633,919,6115,Independent school,791,317,474,40.08%,59.92%,1,0.13%,115,14.54%,,,,,,,,NA,NA,0.00%
117635,919,6126,Independent school,89,89,0,100.00%,0.00%,0,0.00%,7,7.87%,,,,,,,,NA,NA,0.00%
117636,919,6128,Independent school,360,119,241,33.06%,66.94%,4,1.11%,64,17.78%,,,,,,,,NA,NA,0.00%
117638,919,6136,Independent school,830,128,702,15.42%,84.58%,0,0.00%,358,43.13%,,,,,,,,NA,NA,0.00%
117640,919,6154,Independent school,70,39,31,55.71%,44.29%,2,2.86%,14,20.00%,,,,,,,,NA,NA,0.00%
117641,919,6165,Independent school,928,928,0,100.00%,0.00%,11,1.19%,167,18.00%,,,,,,,,NA,NA,0.00%
117643,919,6201,Independent school,324,0,324,0.00%,100.00%,1,0.31%,40,12.35%,,,,,,,,NA,NA,0.00%
117644,919,6202,Independent school,121,121,0,100.00%,0.00%,2,1.65%,27,22.31%,,,,,,,,NA,NA,0.00%
117646,919,6215,Independent school,55,15,40,27.27%,72.73%,55,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
117647,919,6220,Independent school,887,59,828,6.65%,93.35%,0,0.00%,234,26.38%,,,,,,,,NA,NA,0.00%
117648,919,6221,Independent school,1457,0,1457,0.00%,100.00%,1,0.07%,245,16.82%,,,,,,,,NA,NA,0.00%
117649,919,6222,Independent school,1132,1132,0,100.00%,0.00%,1,0.09%,150,13.25%,,,,,,,,NA,NA,0.00%
117650,919,6224,Independent school,176,87,89,49.43%,50.57%,1,0.57%,36,20.45%,,,,,,,,NA,NA,0.00%
117651,919,6225,Independent school,365,0,365,0.00%,100.00%,0,0.00%,84,23.01%,,,,,,,,NA,NA,0.00%
117653,919,6227,Independent school,555,284,271,51.17%,48.83%,1,0.18%,106,19.10%,,,,,,,,NA,NA,0.00%
117654,919,6228,Independent school,60,29,31,48.33%,51.67%,2,3.33%,5,8.33%,,,,,,,,NA,NA,0.00%
117657,919,6231,Independent school,446,210,236,47.09%,52.91%,5,1.12%,204,45.74%,,,,,,,,NA,NA,0.00%
117658,919,6232,Independent school,463,228,235,49.24%,50.76%,0,0.00%,35,7.56%,,,,,,,,NA,NA,0.00%
117662,919,6236,Independent school,37,20,17,54.05%,45.95%,1,2.70%,0,0.00%,,,,,,,,NA,NA,0.00%
117665,919,7006,Non-maintained special school,66,19,47,28.79%,71.21%,66,100.00%,0,0.00%,3,60,3,4.50%,90.90%,0.045,26,19,44,43.18%
117667,919,7008,State-funded special school,163,43,120,26.38%,73.62%,163,100.00%,0,0.00%,20,143,0,12.30%,87.70%,0,68,73,163,44.79%
117669,919,7010,State-funded special school,190,51,139,26.84%,73.16%,190,100.00%,0,0.00%,11,179,0,5.80%,94.20%,0,81,87,190,45.79%
117670,919,7011,State-funded special school,129,28,101,21.71%,78.29%,129,100.00%,0,0.00%,21,107,1,16.30%,82.90%,0.008,33,34,129,26.36%
117671,919,7012,State-funded special school,178,57,121,32.02%,67.98%,178,100.00%,0,0.00%,2,176,0,1.10%,98.90%,0,72,74,178,41.57%
117672,919,7013,State-funded special school,128,35,93,27.34%,72.66%,128,100.00%,0,0.00%,15,113,0,11.70%,88.30%,0,49,52,128,40.63%
117674,919,7016,State-funded special school,111,48,63,43.24%,56.76%,111,100.00%,0,0.00%,1,110,0,0.90%,99.10%,0,59,60,111,54.05%
117676,919,7019,State-funded special school,112,37,75,33.04%,66.96%,112,100.00%,0,0.00%,3,109,0,2.70%,97.30%,0,42,42,112,37.50%
117679,919,7022,State-funded special school,129,48,81,37.21%,62.79%,129,100.00%,0,0.00%,6,123,0,4.70%,95.30%,0,50,40,103,38.83%
117680,919,7023,State-funded special school,112,35,77,31.25%,68.75%,112,100.00%,0,0.00%,24,88,0,21.40%,78.60%,0,36,31,99,31.31%
117681,919,7024,State-funded special school,139,47,92,33.81%,66.19%,139,100.00%,0,0.00%,33,106,0,23.70%,76.30%,0,60,54,126,42.86%
117682,919,7025,State-funded special school,125,42,83,33.60%,66.40%,125,100.00%,0,0.00%,20,105,0,16.00%,84.00%,0,45,38,105,36.19%
117683,919,7026,State-funded special school,111,39,72,35.14%,64.86%,111,100.00%,0,0.00%,45,66,0,40.50%,59.50%,0,38,38,102,37.25%
117684,919,7028,State-funded special school,184,60,124,32.61%,67.39%,184,100.00%,0,0.00%,18,166,0,9.80%,90.20%,0,57,57,164,34.76%
117685,919,7032,State-funded special school,153,75,78,49.02%,50.98%,151,98.69%,2,1.31%,134,19,0,87.60%,12.40%,0,50,57,139,41.01%
117686,919,7033,State-funded special school,66,0,66,0.00%,100.00%,66,100.00%,0,0.00%,3,63,0,4.50%,95.50%,0,48,50,66,75.76%
117690,919,7042,State-funded special school,190,60,130,31.58%,68.42%,190,100.00%,0,0.00%,18,172,0,9.50%,90.50%,0,65,59,165,35.76%
117691,919,7043,State-funded special school,37,18,19,48.65%,51.35%,37,100.00%,0,0.00%,4,33,0,10.80%,89.20%,0,10,10,36,27.78%
130344,919,1101,State-funded AP school,0,0,0,0.00%,0.00%,0,0.00%,0,0.00%,0,0,0,0.00%,0.00%,0,0,NA,NA,0.00%
130349,919,1105,State-funded AP school,8,1,7,12.50%,87.50%,1,12.50%,7,87.50%,2,6,0,25.00%,75.00%,0,2,2,8,25.00%
130359,919,1102,State-funded AP school,4,2,2,50.00%,50.00%,0,0.00%,4,100.00%,0,4,0,0.00%,100.00%,0,3,3,4,75.00%
130362,919,7044,State-funded special school,102,25,77,24.51%,75.49%,102,100.00%,0,0.00%,4,98,0,3.90%,96.10%,0,61,75,102,73.53%
